I himate chiben # himate
chochachan jofonates him # jofonate
you kubokize chilax # kubokize
dak fikacates frup # fikacate
you chigabize keekal # chigabize
you maborate bugob # maborate
frilim luhitates behedok # luhitate
he hilizes dohil # hilize
he chigabizes kalux # chigabize
chifruc mooglabates him # mooglabate
he mooglabates jum # mooglabate
I kifupize bagahet # kifupize
he lifrucugizes bileex # lifrucugize
he dicizes fricoflin # dicize
frafilix bechirates jofod # bechirate
he fufrixates you # fufrixate
digab mooglabates domohil # mooglabate
you hukarize me # hukarize
I luhitate leedux # luhitate
he globizes dohen # globize
I globize you # globize
I moflotize glofin # moflotize
juleex duchunizes duchac # duchunize
hilob colizes mil # colize
he froxates chibobaf # froxate
leedol kifupizes goflim # kifupize
he damagates bihef # damagate
lop luhitates chojux # luhitate
he chotizes cug # chotize
cofud dicizes flik # dicize
I lumoofize you # lumoofize
you lifrucugize gobat # lifrucugize
you fimadate him # fimadate
he bahulates you # bahulate
you fluglupize hak # fluglupize
moomag kifupizes jogloc # kifupize
bichol colizes chidap # colize
he hilizes chukix # hilize
bafrax bahulates you # bahulate
modid jibocates cufun # jibocate
babot globizes fafichur # globize
you glugudize kolub # glugudize
you guchukize him # guchukize
you gluforize jichadax # gluforize
hohem chocates chakuhom # chocate
frokeeg fufrixates gofrun # fufrixate
frobogok moflotizes bechafrog # moflotize
he globizes dohen # globize
frafulub hilizes coc # hilize
you kimigate bak # kimigate
you chikeecumate frulifrum # chikeecumate
biflibuc glugudizes floflig # glugudize
chomaf kifupizes me # kifupize
he colizes heleefib # colize
he frakeekates didib # frakeekate
flil bahulates you # bahulate
he kifupizes flufux # kifupize
chod fufrixates flafruk # fufrixate
he luhitates you # luhitate
he mooglabates moolak # mooglabate
you cuflipize bemat # cuflipize
he kifupizes kahem # kifupize
you flachocize him # flachocize
I colize chidap # colize
he bameefates makijar # bameefate
he globizes dadoleep # globize
I flopate flojum # flopate
befrod hugotizes dukeekor # hugotize
gofikot moomoomates you # moomoomate
you mooglabate you # mooglabate
he fukipates chafob # fukipate
jilig frucudizes him # frucudize
he daberizes fruhof # daberize
he chigabizes kofan # chigabize
you glugudize fliduc # glugudize
I bameefate me # bameefate
you jofonate kut # jofonate
you lifrucugize me # lifrucugize
he globizes him # globize
he kifupizes fididuk # kifupize
lam kifupizes flileep # kifupize
I dajorize frafrin # dajorize
he glubegates baflif # glubegate
I moomitize gof # moomitize
I docojumize you # docojumize
I fafafomate lox # fafafomate
liglax bahulates you # bahulate
I hemize buchon # hemize
I fligukulate leeb # fligukulate
buflicuk keechinizes you # keechinize
lif jofonates bacor # jofonate
I chigabize gafoglom # chigabize
I mooglabate me # mooglabate
he kifupizes you # kifupize
he frichigates frigog # frichigate
I barize me # barize
magut flajagates lojuc # flajagate
he mooglabates chiher # mooglabate
bichir jofonates lig # jofonate
gacux glopates me # glopate
modip chuhedifates kogomooc # chuhedifate
I glugudize kichok # glugudize
fap jilobates chojup # jilobate
you chijinate digut # chijinate
you kifupize flileep # kifupize
he luhitates bumit # luhitate
I doleecate me # doleecate
he mooglabates gameekeeg # mooglabate
he bameefates gof # bameefate
I flikapize loflab # flikapize
lag lajanates him # lajanate
he jofonates you # jofonate
he bahulates chokag # bahulate
hucujim fudonizes hehomook # fudonize
becudul bahulates higloc # bahulate
you daberize me # daberize
he hilizes leekeeg # hilize
hut bameefates fid # bameefate
flaflar cufrudizes jim # cufrudize
you biludize frigom # biludize
kijog luhitates likub # luhitate
flichoglud hilizes you # hilize
difluk globizes keelol # globize
he keemoobates beflicog # keemoobate
I glugudize bifafug # glugudize
bochog dihotates beloflur # dihotate
goleex luhitates him # luhitate
he frafragudizes gub # frafragudize
you moomoomate me # moomoomate
I globize glamog # globize
I kifupize molok # kifupize
he bahulates meem # bahulate
you glugudize you # glugudize
he bahulates kuglac # bahulate
I glafifrudize chumiflul # glafifrudize
flifom glugudizes bijux # glugudize
you chigabize him # chigabize
hugobar dicizes fig # dicize
he chigabizes him # chigabize
he daberizes lup # daberize
I flujucate duchob # flujucate
lojic garizes mahox # garize
he buchupates fib # buchupate
luflup bomates him # bomate
friduf dokizes jibabog # dokize
gofruc mooglabates you # mooglabate
jilup hilizes chucux # hilize
you mooglabate kofar # mooglabate
he dachudizes flum # dachudize
he mooglabates glap # mooglabate
you fligukulate flulun # fligukulate
you golibidize gug # golibidize
he famoobates filal # famoobate
you glugudize him # glugudize
I moomoomate fruchajan # moomoomate
you bahulate me # bahulate
I bameefate jufrib # bameefate
he fligukulates you # fligukulate
dod halurates chocudix # halurate
you kifupize jomochab # kifupize
I filibemate frumir # filibemate
chofal gluforizes leebum # gluforize
I kifupize flileep # kifupize
bijik kifupizes mak # kifupize
I donate jichox # donate
I hilize lihug # hilize
he glugudizes him # glugudize
I bubofritate me # bubofritate
you flaluhorize hok # flaluhorize
he moglagates lafox # moglagate
hofrot glaficates jachal # glaficate
he hilizes bobit # hilize
he chigabizes mamoot # chigabize
he jibocates fuflil # jibocate
moobob frifrubizes frofip # frifrubize
he jofonates flolup # jofonate
you colize flamix # colize
kumeek glugudizes gubet # glugudize
you cubonate jifin # cubonate
frojim becufruxates fobeg # becufruxate
you hilize chakoglug # hilize
I luhitate mookeemon # luhitate
frihud kifupizes flokul # kifupize
he dulizes you # dulize
hecut hebates kobuc # hebate
kifluc kifupizes kodafrob # kifupize
you duglopate flifrip # duglopate
you junate jugug # junate
dalit flihupizes lid # flihupize
budil globizes fukag # globize
I junate me # junate
dibex bekeenates cufochob # bekeenate
he mooglabates moduleer # mooglabate
I fulocize kil # fulocize
you luhitate joflab # luhitate
I glubegate kifriflil # glubegate
I colize you # colize
you kifupize hilomat # kifupize
I flachocize frog # flachocize
you glugudize glulafol # glugudize
he jofonates figlut # jofonate
he hemizes me # hemize
I luhitate jujihum # luhitate
dulor kujabalizes huhag # kujabalize
gox chotizes chilix # chotize
he kifupizes kuglab # kifupize
I bebatate gabifram # bebatate
I fimadate you # fimadate
I froxate mooduf # froxate
I cubonate hehoc # cubonate
you junate dagug # junate
I fromize lubugal # fromize
you junate me # junate
I kifupize jaglak # kifupize
you gofinate lal # gofinate
I kifupize kiglug # kifupize
I glubize bofrug # glubize
I moflotize me # moflotize
you kifupize glat # kifupize
keejut jofonates you # jofonate
you flujucate hofid # flujucate
jakol dicizes jofran # dicize
I frucudize you # frucudize
I bekeenate flihux # bekeenate
I frulufate fikat # frulufate
I glugudize duchochub # glugudize
you gluforize bifrid # gluforize
he dicizes bojot # dicize
chuleec junates lal # junate
he lafrupizes gal # lafrupize
gul luhitates bup # luhitate
I kifupize judok # kifupize
flilal bameefates chun # bameefate
he glugudizes dichulof # glugudize
you globize kifubif # globize
I dicize hefrim # dicize
I moomitize flahif # moomitize
I lukibize kobet # lukibize
chokog meepizes keedur # meepize
I kularate komot # kularate
you globize him # globize
I moflotize glofin # moflotize
you colize kaflif # colize
I glugudize him # glugudize
he jofonates jafral # jofonate
flim luhitates him # luhitate
you glugudize him # glugudize
I hurize me # hurize
glulig jofadizes mafrof # jofadize
he glugudizes glag # glugudize
you dafrurate boc # dafrurate
you flihupize fimic # flihupize
he kifupizes judok # kifupize
he glugudizes cul # glugudize
you cubonate chiglap # cubonate
he buchupates keeleebug # buchupate
I leeflanate meefrux # leeflanate
cukufrak bahulates chameep # bahulate
buhet meegobates glafrob # meegobate
flaf lafrupizes kaleet # lafrupize
flileed junates hor # junate
I flaluhorize flamod # flaluhorize
hichihom dalupizes you # dalupize
you fifluxize fradon # fifluxize
glukib hilizes chukix # hilize
he bafrodizes jufrod # bafrodize
huglogof moflotizes chadan # moflotize
he kifupizes flileep # kifupize
leebofol globizes you # globize
kodum hakikates flufojam # hakikate
glaleek mooglabates befal # mooglabate
I dicize me # dicize
gagoc glubegates haf # glubegate
you glugudize duchochub # glugudize
he lolizes chil # lolize
he mooglabates you # mooglabate
he lolates hukif # lolate
he lalizes huglop # lalize
you globize him # globize
he jofonates kuchabut # jofonate
I chigabize keekal # chigabize
I glunize me # glunize
he flokorizes dikac # flokorize
glujag luhitates you # luhitate
he mooglabates you # mooglabate
glajoflac dicizes chot # dicize
you cochubakize glochit # cochubakize
I hebate bafam # hebate
you junate you # junate
you fukipate him # fukipate
gladogal lafrupizes glukuc # lafrupize
he lafrupizes me # lafrupize
kun globizes glumoc # globize
I bekeenate bobam # bekeenate
he miculates fijac # miculate
I dachudize chif # dachudize
I kifupize joc # kifupize
you malate kakak # malate
I chahaflikate mofrat # chahaflikate
he cubonates bubaglul # cubonate
I chigabize bidiglug # chigabize
bachal kifrolimates him # kifrolimate
bugob fuflaxates you # fuflaxate
dohahoc luhitates col # luhitate
you kifupize momeefrab # kifupize
dolun joflomizes me # joflomize
I fudonize him # fudonize
keefram bameefates me # bameefate
bufrik lafrupizes bahef # lafrupize
you corate moflox # corate
flubuf buchupates gokeem # buchupate
I duglopate fahet # duglopate
I bahulate bahup # bahulate
you miholize me # miholize
lor juhokizes cufan # juhokize
you frojufalize him # frojufalize
I kifupize flileep # kifupize
bejib globizes keemood # globize
I luhitate chodob # luhitate
frafrub mooglabates modom # mooglabate
he dicizes hikahif # dicize
you hokeebomize kaluk # hokeebomize
gomog fligukulates coglabig # fligukulate
I kifupize glodudog # kifupize
you mooglabate me # mooglabate
you mooglabate chimag # mooglabate
kigum mooglabates kik # mooglabate
frajuf maborates me # maborate
domoom moflotizes frochut # moflotize
lop gluforizes you # gluforize
flil bahulates chameep # bahulate
he moomitizes me # moomitize
I kifupize you # kifupize
you floflamogize me # floflamogize
koflof hafizes ligop # hafize
frilag hemizes mafor # hemize
you glugudize flofifrun # glugudize
bocud kifupizes flileep # kifupize
becut donates him # donate
leefrokap luhitates leeham # luhitate
frulam flachocizes kut # flachocize
he luhitates chodob # luhitate
jiglar malates frijiflot # malate
he hurizes keegon # hurize
he kifupizes you # kifupize
I flajagate becon # flajagate
he chigabizes keekal # chigabize
faducud globizes helidic # globize
I kifupize jachog # kifupize
frugab keemoobates fuflikid # keemoobate
I lamifize me # lamifize
you frifrubize hojim # frifrubize
I luhitate you # luhitate
chajab globelizes meefid # globelize
I jonate fluhoflux # jonate
he becufruxates me # becufruxate
behon floflamogizes you # floflamogize
he globizes dihag # globize
he kifrolimates mip # kifrolimate
lifrag bameefates bafrohul # bameefate
cohim floflamogizes fufram # floflamogize
you fiflomolate dahod # fiflomolate
I glugudize you # glugudize
you fibupate me # fibupate
you kifupize chom # kifupize
he kifupizes jibib # kifupize
you glugudize gubet # glugudize
I kifupize me # kifupize
I dachudize me # dachudize
moobax bameefates laboc # bameefate
fifam dagopates doglon # dagopate
you kifupize jomochab # kifupize
I dachudize me # dachudize
I gucorize bofril # gucorize
you kifrolimate me # kifrolimate
miglad hilizes biflor # hilize
you dicize him # dicize
I leeflanate dofrigaf # leeflanate
bekop guchukizes meed # guchukize
you godapize bubuk # godapize
he jonates you # jonate
he daludicates dat # daludicate
fin mofofates bafit # mofofate
you dagopate fumaf # dagopate
you kifupize me # kifupize
liflir frafragudizes me # frafragudize
I luhitate lir # luhitate
he jofonates chibor # jofonate
you glafifrudize beflax # glafifrudize
you chigabize dib # chigabize
fodomid mooglabates gameekeeg # mooglabate
hem chigabizes flumad # chigabize
meem bahulates you # bahulate
mook luhitates chaluk # luhitate
I fligukulate you # fligukulate
I globelize kucot # globelize
he jibocates you # jibocate
you kikunate leemabot # kikunate
you hafize you # hafize
kokoflux frichigates keefrak # frichigate
he fukipates chobum # fukipate
I limate you # limate
I chigabize flix # chigabize
keed flajagates gabim # flajagate
you malate glamop # malate
he bahulates you # bahulate
lalur barizes dilap # barize
you bameefate gan # bameefate
makop bimofates me # bimofate
I bameefate jajofruf # bameefate
kofrur luhitates mahukeeb # luhitate
dujad kifupizes jomochab # kifupize
he kifupizes me # kifupize
he globizes laluc # globize
you jofonate kuchabut # jofonate
he glunizes meechin # glunize
frafucod kifupizes duleen # kifupize
labug colizes glochom # colize
you dafrurate him # dafrurate
you flirate foglaleex # flirate
he luhitates glohif # luhitate
likig chigabizes him # chigabize
lachob mooglabates me # mooglabate
hubeg fligukulates coglabig # fligukulate
you fligukulate lujimok # fligukulate
I jonate me # jonate
he jiglalizes bur # jiglalize
fic kifupizes glaguc # kifupize
I dafrurate jufimap # dafrurate
he fligugizes fabop # fligugize
kibeg garizes glujameeg # garize
I kifupize daf # kifupize
himoot kifupizes him # kifupize
fumool globizes glumoc # globize
you junate hugak # junate
you kifupize leechubuf # kifupize
he flajagates jifod # flajagate
you glubegate gag # glubegate
I mooglabate bolimok # mooglabate
fochix jibocates you # jibocate
he kifupizes kuglab # kifupize
you dicize leekeelok # dicize
I docojumize glabet # docojumize
jak hebates chukeecop # hebate
you cubonate you # cubonate
jucobeb kifupizes him # kifupize
you kifupize you # kifupize
you frucudize flir # frucudize
mohic kalizes moop # kalize
jor hemizes behef # hemize
fluchog luhitates chaluk # luhitate
you kifupize gaglog # kifupize
I kifupize meel # kifupize
he globizes choflijam # globize
flofran mooglabates me # mooglabate
dimabof damagates him # damagate
I flabumate him # flabumate
I glugudize chicun # glugudize
mifax kifupizes me # kifupize
I gluforize glomoot # gluforize
frafruhac bechirates me # bechirate
he bekofates hef # bekofate
I hilize him # hilize
you chiflumize ben # chiflumize
he gluforizes codap # gluforize
he frafragudizes beglop # frafragudize
he duframates me # duframate
glochut jonates lic # jonate
he mooglabates kik # mooglabate
I kabibate bukeex # kabibate
kugaglok chucugizes her # chucugize
he fikacates chaf # fikacate
chir kukizes buchikeec # kukize
I frubifroxate me # frubifroxate
I golibidize gug # golibidize
he bufodates me # bufodate
he jofonates globel # jofonate
luflum moflotizes frobak # moflotize
he fudodates me # fudodate
chihob glalicizes him # glalicize
miduf mooglabates him # mooglabate
I gluforize you # gluforize
I malate gajic # malate
jifup difranizes kikur # difranize
he florates kific # florate
he guhitates frac # guhitate
I luhitate glohif # luhitate
I hilize bodob # hilize
I kifupize jogloc # kifupize
he hilizes you # hilize
I flalubize luhil # flalubize
lochofrig fligukulates glulap # fligukulate
kim dojaflopates gujuflot # dojaflopate
hubep mimizes him # mimize
kucud chomopates me # chomopate
he flopates me # flopate
I jujupate lik # jujupate
he hurizes hed # hurize
he bahulates me # bahulate
I mamate dihal # mamate
he dachudizes jukagap # dachudize
meebijup hilizes gojuk # hilize
he bameefates jiflin # bameefate
you daberize lachut # daberize
I fufrixate hihobap # fufrixate
you dagopate leeb # dagopate
you fikacate fufok # fikacate
you leeflanate mihuc # leeflanate
chat globelizes frubet # globelize
bif fudonizes maglum # fudonize
hogumeet mooglabates frap # mooglabate
you luhitate fofub # luhitate
he glugudizes frichad # glugudize
I bahulate me # bahulate
you bameefate kufilit # bameefate
he dicizes dajor # dicize
you kifrolimate bal # kifrolimate
frofluflan bedafalates me # bedafalate
you luhitate glug # luhitate
you kifupize keefruhic # kifupize
I chigabize him # chigabize
I dicize you # dicize
you glaguglapate lihot # glaguglapate
you jibocate him # jibocate
I jofigize chihit # jofigize
you moomitize lal # moomitize
you globize choflijam # globize
I chukate flaglud # chukate
he kilocates jahiglog # kilocate
mahik luhitates chodob # luhitate
com globoxates him # globoxate
you maborate fufuc # maborate
he kifupizes daf # kifupize
you gajonate guhaglar # gajonate
chin daberizes him # daberize
I flojirate bok # flojirate
dagan glugudizes you # glugudize
I chigabize chijof # chigabize
he chofizes lufrakan # chofize
colif kumizes daful # kumize
you luhitate him # luhitate
I moflotize bufrajon # moflotize
dichikat moflotizes bibix # moflotize
I kifupize hofrim # kifupize
you hebate chukeecop # hebate
you flufunize dikag # flufunize
he flokorizes chaf # flokorize
he glafifrudizes gubameep # glafifrudize
you kifupize kacoc # kifupize
frufriglod floflamogizes me # floflamogize
mibit jofonates chibor # jofonate
he mooglabates you # mooglabate
he kifupizes kuglab # kifupize
he fligukulates him # fligukulate
he bobigizes glum # bobigize
I fikacate gam # fikacate
I flimoomize gox # flimoomize
chuglag docojumizes gogulox # docojumize
you bidate fraleed # bidate
bumool donates godoglul # donate
I globize him # globize
he glugudizes dufakum # glugudize
I fufrixate heg # fufrixate
hefobir hulates you # hulate
I luhitate him # luhitate
you kifupize jobom # kifupize
lut glugurates bat # glugurate
I junate doglol # junate
you jofonate you # jofonate
I flimoomize mil # flimoomize
I globize doban # globize
fuchuchif bahulates him # bahulate
moofluk dachudizes galid # dachudize
mookop dokates fodabeb # dokate
dib glunizes him # glunize
flafameef chigabizes frikux # chigabize
you luhitate lolop # luhitate
he froxizes chachix # froxize
you chocate bix # chocate
he luhitates fofub # luhitate
you maborate libemab # maborate
dufrulon kifupizes you # kifupize
he hemizes from # hemize
bik corates lichol # corate
I globize lifaf # globize
I cubonate chiglap # cubonate
he hilizes him # hilize
I gabexate gabum # gabexate
frajud luhitates flad # luhitate
he kifupizes huflup # kifupize
he chigabizes luk # chigabize
I modapate mimox # modapate
he glugudizes him # glugudize
he kifupizes flidat # kifupize
I jofonate cogof # jofonate
midagof hakikates globip # hakikate
you jibocate him # jibocate
he fudonizes hifluc # fudonize
you glugudize jaheglun # glugudize
I glugudize lochuf # glugudize
mahal chucugizes fridar # chucugize
frap bahulates chokag # bahulate
I fameexate fokil # fameexate
he chocates majihar # chocate
you hilize chukix # hilize
you kifupize hedit # kifupize
I bameefate mohib # bameefate
I luhitate him # luhitate
kaflajum fligukulates foflic # fligukulate
likif luhitates floluhel # luhitate
I flajagate lojuc # flajagate
he fadizes mookab # fadize
he heflubates bif # heflubate
you dachudize him # dachudize
I maborate fufuc # maborate
he glopates him # glopate
you luhitate chaluk # luhitate
I glafifrudize beflax # glafifrudize
he bafrodizes huflod # bafrodize
chokuc malates frujog # malate
I glugudize you # glugudize
lix mooglabates domohil # mooglabate
choglad glaguglapates fluduf # glaguglapate
you hokeebomize him # hokeebomize
bohot hurizes gor # hurize
I bahulate me # bahulate
babul globizes me # globize
I dicize hafut # dicize
you jofonate gafot # jofonate
you kifupize joc # kifupize
he jofonates keeflob # jofonate
I glubegate keeglug # glubegate
hafud dabizes kihak # dabize
I bameefate miglob # bameefate
duglaf bahulates you # bahulate
you glugudize bumoon # glugudize
he globizes frilot # globize
you fukipate gop # fukipate
he flimoomizes kifloc # flimoomize
you bameefate gloleefut # bameefate
hamon mooglabates luflix # mooglabate
I frafragudize frichad # frafragudize
I luhitate you # luhitate
I gludipate flulor # gludipate
I dokize frufrip # dokize
you donate fap # donate
duchakic globizes dohen # globize
frikit jumibakates chaf # jumibakate
luglan frucudizes lut # frucudize
floc bahulates him # bahulate
you kifupize kumoobin # kifupize
you kifupize hedit # kifupize
dagaflif floflamogizes gobod # floflamogize
he bahulates lafat # bahulate
fafrag glugudizes fraglad # glugudize
I bajudabize facud # bajudabize
you fukipate chucok # fukipate
I kifupize hedit # kifupize
dolur chomopates me # chomopate
you floflamogize flakaglun # floflamogize
you bameefate jufok # bameefate
you glubegate kox # glubegate
you jibocate gaflubut # jibocate
kohaf glugudizes glaflaf # glugudize
I chigabize frugup # chigabize
you kifupize me # kifupize
he bahulates kug # bahulate
he jofonates you # jofonate
flifuc malates migluk # malate
I chomopate modob # chomopate
he glugudizes me # glugudize
you globize fukam # globize
he hichapates jojal # hichapate
you lafrupize dofroc # lafrupize
you hilize duleem # hilize
meet glugudizes lofrig # glugudize
you mooglabate gochub # mooglabate
he luhitates bup # luhitate
I flopate chikeemooc # flopate
I glugudize duflup # glugudize
you chikeecumate figlud # chikeecumate
I guflabate flifin # guflabate
flof glugudizes him # glugudize
he mooglabates you # mooglabate
he bejobates difrup # bejobate
I moflotize me # moflotize
he frifrubizes dokom # frifrubize
I flalubize keen # flalubize
he hokeebomizes facom # hokeebomize
he migates jileep # migate
you fudonize frud # fudonize
gabomif gukeekates mikuf # gukeekate
I bukameemize jiglap # bukameemize
he becufruxates globemeek # becufruxate
you dicize him # dicize
I dachudize him # dachudize
I luhitate me # luhitate
he daberizes fruhof # daberize
you globize him # globize
he gukeekates me # gukeekate
he hebates hit # hebate
frumim bameefates kufilit # bameefate
you becufruxate leejun # becufruxate
you glugudize me # glugudize
I lafrupize bac # lafrupize
you globize fraleefuf # globize
you moflotize flolad # moflotize
jufin chifamates gaflir # chifamate
you luhitate dabad # luhitate
had maborates jocup # maborate
he donates jichox # donate
you chigabize kofan # chigabize
I globize jofrob # globize
he gofizes kijin # gofize
I kifupize flileep # kifupize
you lafrupize me # lafrupize
lufib kifupizes hoglacod # kifupize
I leeberize buflid # leeberize
I chigabize kofrag # chigabize
you kifupize goflim # kifupize
hegun duglopates you # duglopate
he dicizes gudujak # dicize
I chochocate flat # chochocate
you jibocate kifub # jibocate
gakil flopates flojum # flopate
he biludizes hefab # biludize
he garizes lumad # garize
